src_subject_id,session_id,param_trigger_onset,administer,duration,temperature,plateau,sequence,jitter1,jitter2,event01_fixation_onset,event04_fixation_onset,event04_fixation_duration,event05_administer_displayonset,event06_actual_onset,event06_actual_responseonset,event06_actual_RT,param_end_instruct_onset,param_experiment_duration,fixed_ITI,event02_fixation_onset,delay_between_medoc,event06_actual_displayonset
4,30,856040.3113,31,13,44,10,4,2.5,0.6,856043.076,856089.2702,0,856089.3327,0,856106.4936,3.2142582,0,0,43,856046.2658,0.0523614,856103.2793
4,30,856040.3113,31,13,44,10,10,2,2.7,856107.2997,856152.5011,0,856155.0534,0,856171.7416,2.7362254,0,0,43,856109.498,0.0500159,856169.0053
4,30,856040.3113,31,13,44,10,1,1.6,0.6,856173.0255,856217.8387,0,856218.3231,0,856235.0045,2.7739934,0,0,43,856174.8351,0.0849402,856232.2305
4,30,856040.3113,36,13,48,10,6,1.9,0.5,856236.2509,856281.3727,0,856281.6994,0,856298.5968,2.9410046,0,0,43,856238.369,0.0430865,856295.6558
4,30,856040.3113,34,13,46,10,5,1.9,2.4,856299.6745,856344.7507,0,856347.0105,0,856364.1328,3.153421,0,0,43,856301.7474,0.0322402,856360.9794
4,30,856040.3113,31,13,44,10,7,2.7,0.5,856364.9985,856411.3569,0,856411.4419,0,856427.6503,2.2873219,0,0,43,856368.3534,0.0807697,856425.3629
4,30,856040.3113,36,13,48,10,12,1.2,0.8,856429.3827,856473.798,0,856474.4293,0,856490.6837,2.2953861,0,0,43,856430.7944,0.0410502,856488.3883
4,30,856040.3113,34,13,46,10,11,2,0.7,856492.4075,856537.6242,0,856538.164,0,NaN,NaN,0,0,43,856494.6206,0.0521517,856552.113
4,30,856040.3113,34,13,46,10,8,3.2,0.6,856556.1295,856602.5461,0,856602.9661,0,856619.378,2.442965,0,0,43,856559.5422,0.0295278,856616.935
4,30,856040.3113,36,13,48,10,9,3,0.5,856620.9559,856667.2031,0,856667.5176,0,856684.9477,3.4868713,0,0,43,856624.1994,0.0585777,856681.4609
4,30,856040.3113,34,13,46,10,2,2.9,0.6,0,0,0,0,0,0,0,0,0,43,0,0,0
4,30,856040.3113,36,13,48,10,3,3,0.5,0,0,0,0,0,0,0,0,0,43,0,0,0
